role_family,source,canonical_skill,mention_count,so_category
Full-Stack Developer,stackoverflow_india,Google Cloud,308,Platform
Full-Stack Developer,stackoverflow_india,Microsoft SQL Server,297,Database
Full-Stack Developer,stackoverflow_india,Firebase,296,Platform
Full-Stack Developer,stackoverflow_india,C++,285,Language
Full-Stack Developer,stackoverflow_india,Vercel,273,Platform
Full-Stack Developer,stackoverflow_india,C,269,Language
Full-Stack Developer,stackoverflow_india,C#,266,Language
Full-Stack Developer,stackoverflow_india,Microsoft Azure,265,Platform
Full-Stack Developer,stackoverflow_india,Redis,262,Database
Full-Stack Developer,stackoverflow_india,Django,214,Webframe
Full-Stack Developer,stackoverflow_india,Spring Boot,210,Webframe
Full-Stack Developer,stackoverflow_india,Maven (build tool),206,ToolsTech
Full-Stack Developer,stackoverflow_india,Kubernetes,204,ToolsTech
Full-Stack Developer,stackoverflow_india,Homebrew,203,ToolsTech
Full-Stack Developer,stackoverflow_india,Bash/Shell (all shells),198,Language
Full-Stack Developer,stackoverflow_india,Pandas,196,MiscTech
Full-Stack Developer,stackoverflow_india,Netlify,195,Platform
Full-Stack Developer,stackoverflow_india,.NET (5+),188,MiscTech
Full-Stack Developer,stackoverflow_india,Digital Ocean,178,Platform
Full-Stack Developer,stackoverflow_india,AngularJS,176,Webframe
Full-Stack Developer,stackoverflow_india,Flask,174,Webframe
Full-Stack Developer,stackoverflow_india,Cloudflare,172,Platform
Full-Stack Developer,stackoverflow_india,NumPy,172,MiscTech
Full-Stack Developer,stackoverflow_india,React Native,166,MiscTech
Full-Stack Developer,stackoverflow_india,MariaDB,163,Database
Full-Stack Developer,stackoverflow_india,Gradle,162,ToolsTech
Full-Stack Developer,stackoverflow_india,Firebase Realtime Database,161,Database
Full-Stack Developer,stackoverflow_india,Heroku,161,Platform
Full-Stack Developer,stackoverflow_india,Spring Framework,155,MiscTech
Full-Stack Developer,stackoverflow_india,NuGet,146,ToolsTech
Full-Stack Developer,stackoverflow_india,WordPress,145,Webframe
Full-Stack Developer,stackoverflow_india,pnpm,145,ToolsTech
Full-Stack Developer,stackoverflow_india,Flutter,144,MiscTech
Full-Stack Developer,stackoverflow_india,Vue.js,143,Webframe
Full-Stack Developer,stackoverflow_india,Elasticsearch,142,Database
Full-Stack Developer,stackoverflow_india,Laravel,142,Webframe
Full-Stack Developer,stackoverflow_india,Visual Studio Solution,141,ToolsTech
Full-Stack Developer,stackoverflow_india,Go,133,Language
Full-Stack Developer,stackoverflow_india,.NET Framework (1.0 - 4.8),130,MiscTech
Full-Stack Developer,stackoverflow_india,Oracle,128,Database
Full-Stack Developer,stackoverflow_india,RabbitMQ,126,MiscTech
Full-Stack Developer,stackoverflow_india,FastAPI,123,Webframe
Full-Stack Developer,stackoverflow_india,NestJS,123,Webframe
Full-Stack Developer,stackoverflow_india,Opencv,122,MiscTech
Full-Stack Developer,stackoverflow_india,PowerShell,121,Language
Full-Stack Developer,stackoverflow_india,Cloud Firestore,117,Database
Full-Stack Developer,stackoverflow_india,Supabase,117,Database
Full-Stack Developer,stackoverflow_india,Apache Kafka,116,MiscTech
Full-Stack Developer,stackoverflow_india,Dart,113,Language
Full-Stack Developer,stackoverflow_india,Chocolatey,112,ToolsTech
Full-Stack Developer,stackoverflow_india,Make,111,ToolsTech
Full-Stack Developer,stackoverflow_india,Composer,110,ToolsTech
Full-Stack Developer,stackoverflow_india,TensorFlow,106,MiscTech
Full-Stack Developer,stackoverflow_india,Dynamodb,100,Database
Full-Stack Developer,stackoverflow_india,Electron,96,MiscTech
Full-Stack Developer,stackoverflow_india,Render,94,Platform
Full-Stack Developer,stackoverflow_india,APT,87,ToolsTech
Full-Stack Developer,stackoverflow_india,scikit-learn,85,MiscTech
Full-Stack Developer,stackoverflow_india,MSBuild,80,ToolsTech
Full-Stack Developer,stackoverflow_india,Kotlin,74,Language
Full-Stack Developer,stackoverflow_india,Ionic,67,MiscTech
Full-Stack Developer,stackoverflow_india,CodeIgniter,65,Webframe
Full-Stack Developer,stackoverflow_india,Rust,65,Language
Full-Stack Developer,stackoverflow_india,Torch/PyTorch,64,MiscTech
Full-Stack Developer,stackoverflow_india,VMware,62,Platform
Full-Stack Developer,stackoverflow_india,Terraform,61,ToolsTech
Full-Stack Developer,stackoverflow_india,Bun,57,ToolsTech
Full-Stack Developer,stackoverflow_india,Cordova,56,MiscTech
Full-Stack Developer,stackoverflow_india,Svelte,55,Webframe
Full-Stack Developer,stackoverflow_india,Visual Basic (.Net),55,Language
Full-Stack Developer,stackoverflow_india,Pacman,52,ToolsTech
Full-Stack Developer,stackoverflow_india,Nuxt.js,50,Webframe
Full-Stack Developer,stackoverflow_india,Ansible,48,ToolsTech
Full-Stack Developer,stackoverflow_india,Ant,47,ToolsTech
Full-Stack Developer,stackoverflow_india,MATLAB,47,Language
Full-Stack Developer,stackoverflow_india,Ruby,47,Language
Full-Stack Developer,stackoverflow_india,Fastify,45,Webframe
Full-Stack Developer,stackoverflow_india,PythonAnywhere,45,Platform
Full-Stack Developer,stackoverflow_india,Keras,43,MiscTech
Full-Stack Developer,stackoverflow_india,Ruby on Rails,42,Webframe
Full-Stack Developer,stackoverflow_india,Apache Spark,41,MiscTech
Full-Stack Developer,stackoverflow_india,BigQuery,39,Database
Full-Stack Developer,stackoverflow_india,OpenGL,39,MiscTech
Full-Stack Developer,stackoverflow_india,Capacitor,37,MiscTech
Full-Stack Developer,stackoverflow_india,H2,37,Database
Full-Stack Developer,stackoverflow_india,Podman,37,ToolsTech
Full-Stack Developer,stackoverflow_india,Astro,36,Webframe
Full-Stack Developer,stackoverflow_india,Lua,36,Language
Full-Stack Developer,stackoverflow_india,Unity 3D,36,ToolsTech
Full-Stack Developer,stackoverflow_india,"Linode, now Akamai",34,Platform
Full-Stack Developer,stackoverflow_india,Swift,34,Language
Full-Stack Developer,stackoverflow_india,Cassandra,33,Database
Full-Stack Developer,stackoverflow_india,Hugging Face Transformers,32,MiscTech
Full-Stack Developer,stackoverflow_india,Blazor,31,Webframe
Full-Stack Developer,stackoverflow_india,Cosmos DB,31,Database
Full-Stack Developer,stackoverflow_india,Managed Hosting,31,Platform
Full-Stack Developer,stackoverflow_india,Microsoft Access,31,Database
Full-Stack Developer,stackoverflow_india,Strapi,30,Webframe
Full-Stack Developer,stackoverflow_india,Qt,27,MiscTech
Full-Stack Developer,stackoverflow_india,Remix,26,Webframe
Full-Stack Developer,stackoverflow_india,Assembly,25,Language
Full-Stack Developer,stackoverflow_india,Gatsby,25,Webframe
Full-Stack Developer,stackoverflow_india,Godot,25,ToolsTech
Full-Stack Developer,stackoverflow_india,Tauri,25,MiscTech
Full-Stack Developer,stackoverflow_india,R,24,Language
Full-Stack Developer,stackoverflow_india,Hadoop,23,MiscTech
Full-Stack Developer,stackoverflow_india,Htmx,23,Webframe
Full-Stack Developer,stackoverflow_india,Neo4J,23,Database
Full-Stack Developer,stackoverflow_india,CUDA,22,MiscTech
Full-Stack Developer,stackoverflow_india,IBM DB2,22,Database
Full-Stack Developer,stackoverflow_india,Snowflake,22,Database
Full-Stack Developer,stackoverflow_india,Solidity,22,Language
Full-Stack Developer,stackoverflow_india,Drupal,21,Webframe
Full-Stack Developer,stackoverflow_india,Solr,21,Database
Full-Stack Developer,stackoverflow_india,Yii 2,21,Webframe
Full-Stack Developer,stackoverflow_india,Deno,19,Webframe
Full-Stack Developer,stackoverflow_india,Unreal Engine,18,ToolsTech
Full-Stack Developer,stackoverflow_india,Vultr,17,Platform
Full-Stack Developer,stackoverflow_india,Xamarin,17,MiscTech
Full-Stack Developer,stackoverflow_india,GDScript,16,Language
Full-Stack Developer,stackoverflow_india,Groovy,16,Language
Full-Stack Developer,stackoverflow_india,InfluxDB,16,Database
Full-Stack Developer,stackoverflow_india,OpenShift,16,Platform
Full-Stack Developer,stackoverflow_india,Oracle Cloud Infrastructure (OCI),16,Platform
Full-Stack Developer,stackoverflow_india,Solid.js,16,Webframe
Full-Stack Developer,stackoverflow_india,Clickhouse,15,Database
Full-Stack Developer,stackoverflow_india,Fly.io,15,Platform
Full-Stack Developer,stackoverflow_india,OpenCL,15,MiscTech
Full-Stack Developer,stackoverflow_india,Puppet,15,ToolsTech
Full-Stack Developer,stackoverflow_india,Elixir,14,Language
Full-Stack Developer,stackoverflow_india,MicroPython,14,Language
Full-Stack Developer,stackoverflow_india,Perl,14,Language
Full-Stack Developer,stackoverflow_india,DirectX,13,MiscTech
Full-Stack Developer,stackoverflow_india,Google Test,13,ToolsTech
Full-Stack Developer,stackoverflow_india,Objective-C,13,Language
Full-Stack Developer,stackoverflow_india,Symfony,13,Webframe
Full-Stack Developer,stackoverflow_india,.NET MAUI,12,MiscTech
Full-Stack Developer,stackoverflow_india,Cockroachdb,12,Database
Full-Stack Developer,stackoverflow_india,Databricks,12,Platform
Full-Stack Developer,stackoverflow_india,Databricks SQL,12,Database
Full-Stack Developer,stackoverflow_india,Hetzner,12,Platform
Full-Stack Developer,stackoverflow_india,VBA,12,Language
Full-Stack Developer,stackoverflow_india,GTK,11,MiscTech
Full-Stack Developer,stackoverflow_india,Ninja,11,ToolsTech
Full-Stack Developer,stackoverflow_india,Phoenix,11,Webframe
Full-Stack Developer,stackoverflow_india,Roslyn,11,MiscTech
Full-Stack Developer,stackoverflow_india,Clojure,10,Language
Full-Stack Developer,stackoverflow_india,Nix,10,ToolsTech
Full-Stack Developer,stackoverflow_india,OpenStack,10,Platform
Full-Stack Developer,stackoverflow_india,Scala,10,Language
Full-Stack Developer,stackoverflow_india,Couch DB,9,Database
Full-Stack Developer,stackoverflow_india,IBM Cloud Or Watson,9,Platform
Full-Stack Developer,stackoverflow_india,Ruff,9,MiscTech
Full-Stack Developer,stackoverflow_india,Chef,8,ToolsTech
Full-Stack Developer,stackoverflow_india,JAX,8,MiscTech
Full-Stack Developer,stackoverflow_india,OVH,8,Platform
Full-Stack Developer,stackoverflow_india,Play Framework,8,Webframe
Full-Stack Developer,stackoverflow_india,Couchbase,7,Database
Full-Stack Developer,stackoverflow_india,Prolog,7,Language
Full-Stack Developer,stackoverflow_india,Quarkus,7,MiscTech
Full-Stack Developer,stackoverflow_india,Ada,6,Language
Full-Stack Developer,stackoverflow_india,Apex,6,Language
Full-Stack Developer,stackoverflow_india,Cobol,6,Language
Full-Stack Developer,stackoverflow_india,Julia,6,Language
Full-Stack Developer,stackoverflow_india,MFC,6,MiscTech
Full-Stack Developer,stackoverflow_india,mlflow,6,MiscTech
Full-Stack Developer,stackoverflow_india,Alibaba Cloud,5,Platform
Full-Stack Developer,stackoverflow_india,Dagger,5,ToolsTech
Full-Stack Developer,stackoverflow_india,EventStoreDB,5,Database
Full-Stack Developer,stackoverflow_india,Firebird,5,Database
Full-Stack Developer,stackoverflow_india,Haskell,5,Language
Full-Stack Developer,stackoverflow_india,DuckDB,4,Database
Full-Stack Developer,stackoverflow_india,Elm,4,Webframe
Full-Stack Developer,stackoverflow_india,Lisp,4,Language
Full-Stack Developer,stackoverflow_india,Pulumi,4,ToolsTech
Full-Stack Developer,stackoverflow_india,Erlang,3,Language
Full-Stack Developer,stackoverflow_india,Fortran,3,Language
Full-Stack Developer,stackoverflow_india,Ktor,3,MiscTech
Full-Stack Developer,stackoverflow_india,Zig,3,Language
Full-Stack Developer,stackoverflow_india,Crystal,2,Language
Full-Stack Developer,stackoverflow_india,Nim,2,Language
Full-Stack Developer,stackoverflow_india,OCaml,2,Language
Full-Stack Developer,stackoverflow_india,Presto,2,Database
Full-Stack Developer,stackoverflow_india,Zephyr,2,Language
Full-Stack Developer,stackoverflow_india,Datomic,1,Database
Full-Stack Developer,stackoverflow_india,Delphi,1,Language
Full-Stack Developer,stackoverflow_india,F#,1,Language
Full-Stack Developer,stackoverflow_india,RavenDB,1,Database
Full-Stack Developer,stackoverflow_india,Scaleway,1,Platform
Full-Stack Developer,stackoverflow_india,Tidyverse,1,MiscTech
Graphic / Web Designer,naukri_datacsv,Photoshop,82,
Graphic / Web Designer,naukri_datacsv,HTML,77,
Graphic / Web Designer,naukri_datacsv,Illustrator,65,
Graphic / Web Designer,naukri_datacsv,JavaScript,63,
Graphic / Web Designer,naukri_datacsv,CSS,51,
Graphic / Web Designer,naukri_datacsv,Web Technologies,42,
Graphic / Web Designer,naukri_datacsv,jQuery,39,
Graphic / Web Designer,naukri_datacsv,Web designing,29,
Graphic / Web Designer,naukri_datacsv,UX,22,
Graphic / Web Designer,naukri_datacsv,WordPress,20,
Graphic / Web Designer,naukri_datacsv,Graphic designing,19,
Graphic / Web Designer,naukri_datacsv,Graphics,18,
Graphic / Web Designer,naukri_datacsv,PHP,18,
Graphic / Web Designer,naukri_datacsv,Corel Draw,15,
Graphic / Web Designer,naukri_datacsv,dreamweaver,15,
Graphic / Web Designer,naukri_datacsv,User interface designing,14,
Graphic / Web Designer,naukri_datacsv,xhtml,14,
Graphic / Web Designer,naukri_datacsv,Front End,13,
Graphic / Web Designer,naukri_datacsv,Indesign,13,
Graphic / Web Designer,naukri_datacsv,Coding,12,
Graphic / Web Designer,naukri_datacsv,Web Development,12,
Graphic / Web Designer,naukri_datacsv,ui,12,
Graphic / Web Designer,naukri_datacsv,CMS,11,
Graphic / Web Designer,naukri_datacsv,Interaction design,11,
Graphic / Web Designer,naukri_datacsv,XML,11,
Graphic / Web Designer,naukri_datacsv,Business Executive,10,
Graphic / Web Designer,naukri_datacsv,Ajax,9,
Graphic / Web Designer,naukri_datacsv,Bootstrap,9,
Graphic / Web Designer,naukri_datacsv,layout,9,
Graphic / Web Designer,naukri_datacsv,web designer,9,
Graphic / Web Designer,naukri_datacsv,website,9,
Graphic / Web Designer,naukri_datacsv,Adobe,8,
Graphic / Web Designer,naukri_datacsv,Joomla,8,
Graphic / Web Designer,naukri_datacsv,design,8,
Graphic / Web Designer,naukri_datacsv,ui designer,8,
Graphic / Web Designer,naukri_datacsv,C,7,
Graphic / Web Designer,naukri_datacsv,MySQL,7,
Graphic / Web Designer,naukri_datacsv,Social media,7,
Graphic / Web Designer,naukri_datacsv,User research,7,
Graphic / Web Designer,naukri_datacsv,adobe creative suite,7,
Graphic / Web Designer,naukri_datacsv,Animation,6,
Graphic / Web Designer,naukri_datacsv,Consulting,6,
Graphic / Web Designer,naukri_datacsv,Drupal,6,
Graphic / Web Designer,naukri_datacsv,HTML/CSS,6,
Graphic / Web Designer,naukri_datacsv,Ideas,6,
Graphic / Web Designer,naukri_datacsv,Information architecture,6,
Graphic / Web Designer,naukri_datacsv,PSD,6,
Graphic / Web Designer,naukri_datacsv,Python,6,
Graphic / Web Designer,naukri_datacsv,SEO,6,
Graphic / Web Designer,naukri_datacsv,SQL,6,
Graphic / Web Designer,naukri_datacsv,Tool design,6,
Graphic / Web Designer,naukri_datacsv,Visual Design,6,
Graphic / Web Designer,naukri_datacsv,development,6,
Graphic / Web Designer,naukri_datacsv,web design,6,
Graphic / Web Designer,naukri_datacsv,.NET,5,
Graphic / Web Designer,naukri_datacsv,Computer science,5,
Graphic / Web Designer,naukri_datacsv,Creative,5,
Graphic / Web Designer,naukri_datacsv,E-commerce,5,
Graphic / Web Designer,naukri_datacsv,Layout design,5,
Graphic / Web Designer,naukri_datacsv,Oracle,5,
Graphic / Web Designer,naukri_datacsv,PMP,5,
Graphic / Web Designer,naukri_datacsv,Six Sigma,5,
Graphic / Web Designer,naukri_datacsv,UX designer,5,
Graphic / Web Designer,naukri_datacsv,Usage,5,
Graphic / Web Designer,naukri_datacsv,wireframing,5,
Graphic / Web Designer,naukri_datacsv,Fine arts,4,
Graphic / Web Designer,naukri_datacsv,JSON,4,
Graphic / Web Designer,naukri_datacsv,Open source,4,
Graphic / Web Designer,naukri_datacsv,Prototype,4,
Graphic / Web Designer,naukri_datacsv,Research,4,
Graphic / Web Designer,naukri_datacsv,Software design,4,
Graphic / Web Designer,naukri_datacsv,Typography,4,
Graphic / Web Designer,naukri_datacsv,UI Development,4,
Graphic / Web Designer,naukri_datacsv,Usability testing,4,
Graphic / Web Designer,naukri_datacsv,Web application,4,
Graphic / Web Designer,naukri_datacsv,assembly language,4,
Graphic / Web Designer,naukri_datacsv,flash,4,
Graphic / Web Designer,naukri_datacsv,graphic designer,4,
Graphic / Web Designer,naukri_datacsv,Application Development,3,
Graphic / Web Designer,naukri_datacsv,DHTML,3,
Graphic / Web Designer,naukri_datacsv,Fireworks,3,
Graphic / Web Designer,naukri_datacsv,Illustration,3,
Graphic / Web Designer,naukri_datacsv,Management,3,
Graphic / Web Designer,naukri_datacsv,Product management,3,
Graphic / Web Designer,naukri_datacsv,Programming,3,
Graphic / Web Designer,naukri_datacsv,UPS,3,
Graphic / Web Designer,naukri_datacsv,User interaction,3,
Graphic / Web Designer,naukri_datacsv,designing,3,
Graphic / Web Designer,naukri_datacsv,interfaces,3,
Graphic / Web Designer,naukri_datacsv,technical,3,
Graphic / Web Designer,naukri_datacsv,tools,3,
Graphic / Web Designer,naukri_datacsv,user interface,3,
Graphic / Web Designer,naukri_datacsv,Adobe Acrobat,2,
Graphic / Web Designer,naukri_datacsv,Android,2,
Graphic / Web Designer,naukri_datacsv,AngularJS,2,
Graphic / Web Designer,naukri_datacsv,Backend,2,
Graphic / Web Designer,naukri_datacsv,Banners,2,
Graphic / Web Designer,naukri_datacsv,Building,2,
Graphic / Web Designer,naukri_datacsv,C++,2,
Graphic / Web Designer,naukri_datacsv,CAD,2,
Graphic / Web Designer,naukri_datacsv,CVS,2,
Graphic / Web Designer,naukri_datacsv,Client management,2,
Graphic / Web Designer,naukri_datacsv,Cloud computing,2,
Graphic / Web Designer,naukri_datacsv,CodeIgniter,2,
Graphic / Web Designer,naukri_datacsv,Corporate,2,
Graphic / Web Designer,naukri_datacsv,Customer service,2,
Graphic / Web Designer,naukri_datacsv,Designer,2,
Graphic / Web Designer,naukri_datacsv,Digital marketing,2,
Graphic / Web Designer,naukri_datacsv,Email,2,
Graphic / Web Designer,naukri_datacsv,Information technology,2,
Graphic / Web Designer,naukri_datacsv,Interpersonal skills,2,
Graphic / Web Designer,naukri_datacsv,Linux,2,
Graphic / Web Designer,naukri_datacsv,MS Office,2,
Graphic / Web Designer,naukri_datacsv,MVC,2,
Graphic / Web Designer,naukri_datacsv,Mobile applications,2,
Graphic / Web Designer,naukri_datacsv,National,2,
Graphic / Web Designer,naukri_datacsv,OOPS,2,
Graphic / Web Designer,naukri_datacsv,Posters,2,
Graphic / Web Designer,naukri_datacsv,Project management,2,
Graphic / Web Designer,naukri_datacsv,Real Time Operating Systems,2,
Graphic / Web Designer,naukri_datacsv,Rest,2,
Graphic / Web Designer,naukri_datacsv,Senior Web Designer,2,
Graphic / Web Designer,naukri_datacsv,Silverlight,2,
Graphic / Web Designer,naukri_datacsv,Software services,2,
Graphic / Web Designer,naukri_datacsv,Supervision,2,
Graphic / Web Designer,naukri_datacsv,Testing,2,
Graphic / Web Designer,naukri_datacsv,Troubleshooting,2,
Graphic / Web Designer,naukri_datacsv,User experience design,2,
Graphic / Web Designer,naukri_datacsv,Web UI,2,
Graphic / Web Designer,naukri_datacsv,acrobat,2,
Graphic / Web Designer,naukri_datacsv,action script,2,
Graphic / Web Designer,naukri_datacsv,axure,2,
Graphic / Web Designer,naukri_datacsv,coordinating,2,
Graphic / Web Designer,naukri_datacsv,diploma,2,
Graphic / Web Designer,naukri_datacsv,div,2,
Graphic / Web Designer,naukri_datacsv,jQuery mobile,2,
Graphic / Web Designer,naukri_datacsv,magento,2,
Graphic / Web Designer,naukri_datacsv,mapping,2,
Graphic / Web Designer,naukri_datacsv,multimedia,2,
Graphic / Web Designer,naukri_datacsv,process flows,2,
Graphic / Web Designer,naukri_datacsv,prototyping,2,
Graphic / Web Designer,naukri_datacsv,ui design,2,
Graphic / Web Designer,naukri_datacsv,user interface designer,2,
Graphic / Web Designer,naukri_datacsv,visual communication,2,
Graphic / Web Designer,naukri_datacsv,w3c,2,
Graphic / Web Designer,naukri_datacsv,web site,2,
Graphic / Web Designer,naukri_datacsv,2D Animation,1,
Graphic / Web Designer,naukri_datacsv,2D Animator,1,
Graphic / Web Designer,naukri_datacsv,ASP.NET,1,
Graphic / Web Designer,naukri_datacsv,Adobe After Effects,1,
Graphic / Web Designer,naukri_datacsv,Adobe Illustrator,1,
Graphic / Web Designer,naukri_datacsv,Adobe Photoshop,1,
Graphic / Web Designer,naukri_datacsv,Advertising,1,
Graphic / Web Designer,naukri_datacsv,Aftereffects,1,
Graphic / Web Designer,naukri_datacsv,Agile scrum,1,
Graphic / Web Designer,naukri_datacsv,Analytical skills,1,
Graphic / Web Designer,naukri_datacsv,Animator,1,
Graphic / Web Designer,naukri_datacsv,Application design,1,
Graphic / Web Designer,naukri_datacsv,Application programming,1,
Graphic / Web Designer,naukri_datacsv,Application software,1,
Graphic / Web Designer,naukri_datacsv,Architectural design,1,
Graphic / Web Designer,naukri_datacsv,Articulate Storyline,1,
Graphic / Web Designer,naukri_datacsv,Branding,1,
Graphic / Web Designer,naukri_datacsv,Brochures,1,
Graphic / Web Designer,naukri_datacsv,Browser testing,1,
Graphic / Web Designer,naukri_datacsv,Bsc,1,
Graphic / Web Designer,naukri_datacsv,Business Head,1,
Graphic / Web Designer,naukri_datacsv,Business intelligence,1,
Graphic / Web Designer,naukri_datacsv,Business modeling,1,
Graphic / Web Designer,naukri_datacsv,Business operations,1,
Graphic / Web Designer,naukri_datacsv,CRM,1,
Graphic / Web Designer,naukri_datacsv,CS4,1,
Graphic / Web Designer,naukri_datacsv,CV,1,
Graphic / Web Designer,naukri_datacsv,CakePHP,1,
Graphic / Web Designer,naukri_datacsv,Campus interviews,1,
Graphic / Web Designer,naukri_datacsv,Client servicing,1,
Graphic / Web Designer,naukri_datacsv,Commerce,1,
Graphic / Web Designer,naukri_datacsv,Competitor analysis,1,
Graphic / Web Designer,naukri_datacsv,Compositing,1,
Graphic / Web Designer,naukri_datacsv,Composition,1,
Graphic / Web Designer,naukri_datacsv,Computer application,1,
Graphic / Web Designer,naukri_datacsv,Computer graphics,1,
Graphic / Web Designer,naukri_datacsv,Conceptualization,1,
Graphic / Web Designer,naukri_datacsv,Content,1,
Graphic / Web Designer,naukri_datacsv,Content management,1,
Graphic / Web Designer,naukri_datacsv,Content management system,1,
Graphic / Web Designer,naukri_datacsv,Coordinator,1,
Graphic / Web Designer,naukri_datacsv,Copyright,1,
Graphic / Web Designer,naukri_datacsv,Coral Draw,1,
Graphic / Web Designer,naukri_datacsv,Core PHP,1,
Graphic / Web Designer,naukri_datacsv,Corel,1,
Graphic / Web Designer,naukri_datacsv,Cost Reduction,1,
Graphic / Web Designer,naukri_datacsv,Database design,1,
Graphic / Web Designer,naukri_datacsv,Design development,1,
Graphic / Web Designer,naukri_datacsv,Digital media,1,
Graphic / Web Designer,naukri_datacsv,Ecommerce Development,1,
Graphic / Web Designer,naukri_datacsv,English,1,
Graphic / Web Designer,naukri_datacsv,Enterprise software,1,
Graphic / Web Designer,naukri_datacsv,Excel,1,
Graphic / Web Designer,naukri_datacsv,Executive,1,
Graphic / Web Designer,naukri_datacsv,FTP,1,
Graphic / Web Designer,naukri_datacsv,Facebook,1,
Graphic / Web Designer,naukri_datacsv,Flash animation,1,
Graphic / Web Designer,naukri_datacsv,Flyers,1,
Graphic / Web Designer,naukri_datacsv,Focus,1,
Graphic / Web Designer,naukri_datacsv,GIT,1,
Graphic / Web Designer,naukri_datacsv,Google AdWords,1,
Graphic / Web Designer,naukri_datacsv,Google Analytics,1,
Graphic / Web Designer,naukri_datacsv,Grid,1,
Graphic / Web Designer,naukri_datacsv,Health Care Services,1,
Graphic / Web Designer,naukri_datacsv,Icon,1,
Graphic / Web Designer,naukri_datacsv,Infographics,1,
Graphic / Web Designer,naukri_datacsv,Internet marketing,1,
Graphic / Web Designer,naukri_datacsv,Internet technologies,1,
Graphic / Web Designer,naukri_datacsv,Internship,1,
Graphic / Web Designer,naukri_datacsv,Intranet,1,
Graphic / Web Designer,naukri_datacsv,Investment,1,
Graphic / Web Designer,naukri_datacsv,LAMP,1,
Graphic / Web Designer,naukri_datacsv,LMS,1,
Graphic / Web Designer,naukri_datacsv,Laravel,1,
Graphic / Web Designer,naukri_datacsv,Lighting,1,
Graphic / Web Designer,naukri_datacsv,Link building,1,
Graphic / Web Designer,naukri_datacsv,Linkedin,1,
Graphic / Web Designer,naukri_datacsv,Linux Administration,1,
Graphic / Web Designer,naukri_datacsv,Loop,1,
Graphic / Web Designer,naukri_datacsv,MIN,1,
Graphic / Web Designer,naukri_datacsv,MM,1,
Graphic / Web Designer,naukri_datacsv,MS Word,1,
Graphic / Web Designer,naukri_datacsv,MVC Framework,1,
Graphic / Web Designer,naukri_datacsv,Macromedia,1,
Graphic / Web Designer,naukri_datacsv,Magento Developer,1,
Graphic / Web Designer,naukri_datacsv,Mail,1,
Graphic / Web Designer,naukri_datacsv,Manager Technology,1,
Graphic / Web Designer,naukri_datacsv,Manager TechnologyCoding,1,
Graphic / Web Designer,naukri_datacsv,Marketing support,1,
Graphic / Web Designer,naukri_datacsv,Maya,1,
Graphic / Web Designer,naukri_datacsv,Media,1,
Graphic / Web Designer,naukri_datacsv,Mobile marketing,1,
Graphic / Web Designer,naukri_datacsv,Mobile sales,1,
Graphic / Web Designer,naukri_datacsv,Monitoring,1,
Graphic / Web Designer,naukri_datacsv,New product development,1,
Graphic / Web Designer,naukri_datacsv,Newsletters,1,
Graphic / Web Designer,naukri_datacsv,Night Shift,1,
Graphic / Web Designer,naukri_datacsv,Online marketing,1,
Graphic / Web Designer,naukri_datacsv,PDF,1,
Graphic / Web Designer,naukri_datacsv,Pagemaker,1,
Graphic / Web Designer,naukri_datacsv,Personality development,1,
Graphic / Web Designer,naukri_datacsv,Pharma,1,
Graphic / Web Designer,naukri_datacsv,Photography,1,
Graphic / Web Designer,naukri_datacsv,Portfolio,1,
Graphic / Web Designer,naukri_datacsv,Print Media,1,
Graphic / Web Designer,naukri_datacsv,Process Excellence,1,
Graphic / Web Designer,naukri_datacsv,Process Flow,1,
Graphic / Web Designer,naukri_datacsv,Process design,1,
Graphic / Web Designer,naukri_datacsv,Process improvement,1,
Graphic / Web Designer,naukri_datacsv,Product marketing,1,
Graphic / Web Designer,naukri_datacsv,Project life cycle,1,
Graphic / Web Designer,naukri_datacsv,Publishing,1,
Graphic / Web Designer,naukri_datacsv,Quality Assurance,1,
Graphic / Web Designer,naukri_datacsv,Quality Improvement,1,
Graphic / Web Designer,naukri_datacsv,Quark Express,1,
Graphic / Web Designer,naukri_datacsv,React,1,
Graphic / Web Designer,naukri_datacsv,Relationship Executive,1,
Graphic / Web Designer,naukri_datacsv,SAAS,1,
Graphic / Web Designer,naukri_datacsv,SEO Analyst,1,
Graphic / Web Designer,naukri_datacsv,Salesforce,1,
Graphic / Web Designer,naukri_datacsv,Service Design,1,
Graphic / Web Designer,naukri_datacsv,Service quality,1,
Graphic / Web Designer,naukri_datacsv,Siebel,1,
Graphic / Web Designer,naukri_datacsv,Sketch,1,
Graphic / Web Designer,naukri_datacsv,Social media marketing,1,
Graphic / Web Designer,naukri_datacsv,Software product development,1,
Graphic / Web Designer,naukri_datacsv,Stakeholder management,1,
Graphic / Web Designer,naukri_datacsv,Startup,1,
Graphic / Web Designer,naukri_datacsv,Storyboarding,1,
Graphic / Web Designer,naukri_datacsv,Struts,1,
Graphic / Web Designer,naukri_datacsv,Styling,1,
Graphic / Web Designer,naukri_datacsv,Subject matter expertise,1,
Graphic / Web Designer,naukri_datacsv,Symfony,1,
Graphic / Web Designer,naukri_datacsv,System programming,1,
Graphic / Web Designer,naukri_datacsv,Tables,1,
Graphic / Web Designer,naukri_datacsv,Target,1,
Graphic / Web Designer,naukri_datacsv,Team Leading,1,
Graphic / Web Designer,naukri_datacsv,Technical Designer,1,
